3865 3956
300:0.987536 415:1.09155 442:1.14924 487:0.846991 590:0.826576 631:0.788603 870:0.810847 897:0.822928 995:1.03351 1086:0.850915 1725:0.843796 1754:0.825516 1759:0.78651 1875:0.832107 1940:0.907043 2142:0.808542 2143:0.808777 2235:0.787704 2512:0.783669 2590:0.785028
391:1.00418 522:0.888027 543:1.06754 547:1.07226 590:1.43815 629:1.14167 630:0.895932 634:0.879822 656:0.857626 657:0.911428 666:0.899714 707:0.83429 861:0.828921 1038:0.838243 1068:0.87417 1074:0.830822 1639:0.839478 1688:0.979619 1733:0.846751 1776:0.832229
122:0.865462 416:0.954648 456:0.893923 471:0.849713 493:0.957135 1128:1.25823 1129:0.892229 1229:0.842212 1328:1.06242 1463:0.912065 1503:0.878433 1629:0.944884 1630:0.876532 2043:0.864611 2146:1.01171 2150:1.12262 2151:1.14587 2186:0.873703 2684:0.839085 2778:0.90118
13:0.898116 21:0.878704 24:0.781144 34:0.791265 64:0.877933 135:0.821438 220:1.1177 227:1.34167 233:0.795467 324:1.12814 439:0.800784 616:1.14459 673:0.942095 684:0.822844 957:0.805884 1110:0.842946 1471:0.786757 1506:0.824684 1712:0.818987 2406:0.799205
125:0.853363 181:0.795156 239:1.03747 257:1.17449 310:1.03065 321:0.80663 512:0.803478 605:0.911157 622:1.06317 698:1.40575 952:1.39868 1197:0.799193 1574:0.947491 1739:0.815002 1861:0.827322 2712:0.852738 2893:0.843601 2896:0.851098 2926:0.830405 3111:1.05185
181:1.3307 182:1.16834 239:1.41444 380:0.996152 420:0.939857 503:1.02054 610:1.13137 611:0.895106 622:1.14894 802:1.1069 952:0.906391 973:1.20173 1281:0.97284 1349:0.943722 1382:0.921257 1431:0.885855 1644:0.933764 1738:0.940381 1781:0.993685 1783:0.908149
36:0.822044 58:0.905805 81:0.787448 122:0.787225 135:0.783986 244:0.818824 274:0.772496 369:0.803923 620:0.799984 743:0.789332 1044:0.771457 1047:0.772263 1332:0.789374 1400:0.807892 1566:0.811072 1848:0.77115 1849:0.809436 2173:0.804374 2372:0.780848 2823:0.816604
63:0.846196 132:0.874692 378:0.961535 391:0.88136 444:0.871389 445:0.838797 564:0.979005 567:0.964121 590:1.09141 633:0.82923 655:1.0181 657:0.869434 670:0.857444 703:0.879618 849:0.840197 996:0.828727 1033:0.86922 1065:0.902445 1079:0.858918 1169:0.846939
4:1.08997 361:0.813969 400:1.33914 517:0.915578 518:0.793878 522:0.801849 602:0.801177 608:0.821411 621:0.88267 637:0.799824 638:0.800259 641:0.860543 642:0.860037 796:0.857145 797:0.868399 815:0.794541 1265:0.966762 1422:0.844792 1777:0.861405 2173:0.786443
129:1.54153 177:0.847654 183:0.885063 203:0.906725 283:1.23244 312:0.934392 396:1.135 419:0.946575 610:0.993453 635:0.845423 678:0.904765 935:0.866532 1062:0.870862 1432:0.878722 1467:0.919803 1501:0.900487 1903:0.946146 2116:0.881075 2301:1.04564 2418:1.04409
73:0.82608 161:0.845963 293:0.775886 306:1.31813 311:0.870067 319:0.820871 551:0.801935 597:1.2993 635:1.00444 703:0.903356 706:0.794476 1176:0.797373 1387:0.788913 1467:1.18726 1892:1.36483 1928:0.860664 1929:0.779275 2406:0.792678 2459:0.784295 2606:0.786207
25:0.879485 240:0.990819 501:0.907533 506:0.98059 507:0.906725 543:0.968652 547:0.849237 590:1.13931 629:1.06416 668:0.820891 670:0.905673 710:0.979012 802:0.847695 817:0.852362 883:0.919551 1092:0.790275 1125:0.780777 1238:0.78542 1304:0.865312 2006:0.80526
72:1.2771 138:0.874043 139:1.28384 252:1.05224 268:0.867523 310:1.3664 318:0.845339 385:1.11643 388:0.866629 449:0.847389 1578:0.896641 2248:1.24955 2335:0.860806 2637:0.871442 2947:0.954807 3216:0.964394 3280:0.934221 3484:0.854377 3521:0.910255 3789:0.879132
181:1.23522 182:1.20203 239:1.0696 503:0.82081 547:0.953425 568:0.840006 610:0.895651 622:1.31558 626:0.815262 659:0.815872 718:0.939335 829:0.890213 973:0.954929 1183:0.815822 1279:0.921516 1280:0.937285 1281:1.32642 1381:1.13578 1429:0.808751 1783:0.805936
85:0.871297 166:1.10063 167:1.06975 286:1.25241 543:0.898863 562:0.906712 658:1.36596 659:1.02914 662:1.05497 663:1.03904 664:0.909723 705:1.0971 707:0.883944 709:0.908553 711:0.897178 864:0.995946 1090:0.902165 1091:0.96293 1569:0.871965 1606:0.878404
16:0.888971 63:0.951872 133:0.998598 323:0.88896 378:0.993566 444:1.11302 497:0.841674 564:1.49803 567:1.12869 590:1.41345 655:1.27058 710:1.01447 852:0.847663 898:0.96414 996:0.871622 1000:0.8544 1033:0.969876 1065:1.03317 1079:1.00627 1144:0.875981
105:1.0212 309:0.860364 345:0.997843 373:0.921812 375:0.905536 609:0.96491 967:0.896574 998:1.09093 1048:0.875217 1188:0.878756 1516:1.24467 1535:0.886613 1613:0.914055 1721:0.869996 1722:0.907302 2784:0.913601 2868:0.871593 3125:0.870701 3129:0.876038 3325:1.0104
85:0.875274 286:0.97222 310:0.905618 543:0.933617 630:0.924131 658:0.87213 703:0.893443 704:0.948723 705:1.2048 709:0.996724 810:0.927557 817:0.941379 818:0.904622 864:0.93193 949:0.915612 950:0.957688 1169:0.896884 1194:1.00976 1606:0.933413 2634:0.883327
23:1.30055 129:0.879313 130:0.866361 131:1.50854 140:1.02523 168:0.880265 239:0.942496 245:0.943794 256:0.963574 283:0.878969 310:0.985712 414:0.948563 584:0.879153 604:1.42885 678:0.977487 948:0.866379 1362:0.873151 1813:0.881088 2815:0.870316 3483:0.875631
62:0.94341 81:0.788159 103:0.900607 111:0.782807 199:1.25087 383:0.893056 444:0.779224 734:0.881034 801:0.918358 939:0.79785 996:0.833723 1056:0.76785 1232:0.837798 1233:0.774325 1331:0.80308 1453:0.81758 1553:0.766645 1787:0.783666 1836:0.832575 3236:0.760769
40:0.869839 93:0.956483 266:0.928135 300:0.860443 378:1.0079 391:0.935609 405:0.877229 504:0.912121 564:0.933662 706:0.899193 707:1.0462 710:0.971933 711:0.958528 712:1.37052 820:0.873608 824:1.13125 919:0.998451 1098:0.86651 1434:0.847545 2406:0.866937
72:1.44189 220:1.25006 239:0.982107 310:1.33126 326:0.805171 583:0.823175 675:0.823151 709:0.838356 952:1.19176 1061:0.886822 1226:0.853879 1300:0.820629 1916:0.83904 2073:0.802091 3385:0.798553 3452:0.874024 3605:0.798999 3607:0.830545 3671:0.868573 3733:0.801638
384:0.877634 406:0.892345 456:0.869722 574:0.854901 641:0.846829 1129:0.921608 1190:0.84643 1229:0.885775 1245:1.09375 1297:0.871483 1373:0.969002 1871:0.881291 1947:0.857918 2146:0.878287 2150:0.999866 2151:0.997782 2241:0.974977 2242:0.869491 2438:0.85005 2905:0.86455
7:0.836014 76:1.14276 105:0.972871 348:1.243 363:0.932204 574:0.873021 615:0.819687 683:0.847215 998:0.942155 1245:0.845765 1285:0.842183 1292:0.851712 1374:0.85275 1473:0.857195 1509:0.823223 1609:0.868001 1947:0.857352 2124:0.832393 2549:1.03062 3646:0.866943
135:0.928202 218:0.813581 416:1.13847 437:0.988412 479:0.815622 750:0.817236 769:1.17775 1328:0.815687 1503:0.882036 1602:0.917459 1758:0.848417 1759:0.878811 1894:0.867914 2067:1.11211 2691:1.23712 2710:0.88826 2711:0.831941 2712:0.825152 2713:0.88301 2716:1.05397
4:0.987773 98:1.40182 99:1.17621 100:1.11223 119:0.943987 120:1.02652 162:0.876833 191:1.04432 195:0.922547 219:1.07232 226:0.882906 229:0.894143 247:0.893639 248:1.0971 269:0.905981 408:0.85843 409:0.857494 778:0.99966 977:0.907235 3234:0.884949
67:0.868649 72:0.868596 88:1.20023 105:0.943559 274:0.863578 373:0.871831 426:0.864338 881:1.14364 967:0.989591 1515:0.881558 1516:0.978024 1519:0.902175 1520:0.900254 1521:1.01673 1535:1.24051 1613:1.00486 1635:0.877848 1710:0.891398 1714:0.881472 3187:0.867728
4:0.949355 132:0.866808 400:1.06313 522:0.950647 524:0.843623 525:0.920047 526:0.841985 631:0.860941 633:1.03199 657:0.891043 670:0.928955 671:0.910809 672:0.92911 909:0.942704 910:0.88375 1028:0.838472 1037:0.840656 1172:0.862988 1598:0.882515 1659:0.844151
26:0.769743 35:1.29107 43:0.822349 44:0.80879 61:0.847512 64:1.20216 184:0.823106 217:1.31854 230:0.790129 343:0.970139 502:0.779401 910:0.772593 1294:0.763603 1506:0.779147 1784:0.838124 1853:0.856877 2008:0.769547 2490:1.14845 2500:0.764681 3750:0.873018
452:1.06303 514:0.86586 540:0.863956 541:0.869557 716:0.869584 904:0.842203 934:0.872575 1102:0.837981 1148:0.852507 1223:0.907053 1394:0.874592 1420:0.8373 1428:0.817617 1513:0.837843 1679:0.861006 1949:0.821718 2201:0.900711 2242:0.86234 2272:0.829592 3284:0.885139
227:1.09676 286:1.194 289:1.5703 321:0.866966 322:0.925379 398:0.882458 414:1.08227 415:0.97351 416:0.930152 817:0.868706 870:0.981528 1627:0.879799 2331:0.866718 2582:0.872909 2889:1.57485 3067:0.891035 3577:0.857706 3779:0.850212 3868:0.875344 3888:0.836664
368:1.24513 517:0.925743 518:0.951717 746:1.25715 1085:0.863143 1118:1.00864 1289:0.863332 1330:0.914402 1503:0.83037 1558:0.994963 1598:0.823027 1681:1.22612 1766:1.12357 1767:0.985299 1915:0.825108 2196:0.825044 2364:0.822777 2703:0.837298 3520:0.823357 3882:0.86419
129:0.898922 140:0.823236 183:1.20495 203:0.917407 227:0.873967 240:0.977068 245:0.827663 283:1.259 311:0.817459 396:1.4565 584:0.822479 662:0.838209 678:0.886322 709:0.948593 1501:0.825167 1506:0.874354 1784:0.826237 2117:0.873666 2418:0.832853 2606:0.822702
81:1.0877 93:0.873453 266:1.40696 333:0.928771 504:1.05671 505:0.918098 570:0.901904 571:0.876842 703:1.22966 710:1.23004 711:0.909552 712:1.55612 820:0.855738 825:0.894787 919:0.915666 920:0.838476 1169:1.04192 1403:0.915694 1404:0.959136 1769:0.862982
96:0.894774 329:0.844834 422:0.816105 438:0.832386 616:0.796119 772:0.797383 941:0.80552 976:0.950102 998:0.783798 1003:1.06957 1110:0.835937 1179:0.897425 1945:0.836802 2218:0.808947 2337:0.784609 2379:0.80044 2442:0.815191 2782:1.21933 2783:1.29953 3400:0.869811
68:0.833379 161:0.877114 275:1.40335 286:0.888242 405:0.84408 439:0.897487 626:0.81163 636:0.814116 741:0.96339 823:0.918282 919:0.815492 1086:0.962818 1193:0.825983 1196:0.857345 1632:0.87231 1688:0.855458 1806:0.82552 2038:0.862357 2229:0.852526 3430:0.847834
37:0.837523 159:1.09409 388:1.09775 477:1.03399 734:0.866325 916:0.869245 1054:1.03576 1290:1.16063 1617:1.02246 1618:0.853243 1798:1.13302 2490:0.845155 3113:1.09049 3186:0.879608 3188:0.984363 3197:1.21226 3200:0.901816 3217:0.82604 3219:0.969546 3221:0.94212
437:1.38497 642:0.828759 668:1.06861 802:0.964731 942:0.906607 944:0.890693 1114:0.816988 1503:0.800221 1675:0.885063 1758:0.811858 1759:1.17062 1874:0.805081 1875:0.862398 1890:1.00849 1913:0.819128 1945:0.896209 2121:0.821237 2631:0.80637 2787:0.809023 3341:0.834193
10:0.877494 13:1.0927 24:1.05878 49:0.965703 55:0.9208 64:0.961767 72:1.07711 84:1.12619 96:1.26704 205:0.865822 310:1.2703 312:0.937291 673:0.88634 732:0.858326 772:1.21471 785:0.921474 1725:1.02156 1904:0.852467 1956:0.878113 2807:0.869083
72:1.30405 220:1.39221 310:1.415 326:0.887855 346:0.81123 952:1.19058 973:0.941427 1061:1.42782 1326:0.809684 1725:0.840041 1740:0.820844 2073:0.836283 2389:0.817013 2409:0.807862 2984:0.880322 3310:0.859866 3385:0.858541 3403:1.06543 3672:0.82845 3824:0.846631
16:0.942777 109:0.886894 132:0.876111 133:0.965493 358:0.904159 444:1.28284 590:1.33505 629:1.05147 633:1.19516 655:0.879049 657:1.20104 669:0.888834 670:1.16038 671:0.938665 672:0.919569 721:0.884218 883:0.912653 997:0.961084 1113:0.891331 3475:0.921706
27:1.15011 94:0.830967 114:0.8685 168:1.33322 209:0.961538 217:0.812001 287:0.815735 355:0.828986 363:1.44011 475:1.08085 615:0.866617 623:1.03286 731:0.812406 758:0.826903 933:1.09721 934:1.29014 1139:1.07783 1204:1.01811 1271:0.889467 1273:0.817529
92:0.848532 161:0.927655 212:0.888454 213:0.819393 275:1.43943 314:0.90455 319:0.838393 636:1.03927 1086:0.945584 1806:0.817555 2229:0.831183 2281:0.830972 2308:0.800697 2441:0.88571 2597:0.817416 2683:0.888163 2748:0.85054 3092:0.936145 3208:0.815774 3305:0.804245
4:1.06979 400:1.39099 522:1.52112 524:1.07834 526:0.850061 633:1.17008 667:0.90676 742:0.863854 791:0.863073 799:1.13632 800:1.16912 909:0.868308 1001:0.865593 1116:1.09262 1121:0.980994 1207:0.914815 1283:0.942188 1570:0.860537 1631:0.862172 1643:0.856497
46:0.869086 129:1.32697 183:0.803563 203:0.980148 283:1.34495 312:0.955109 338:0.85552 396:0.821405 610:0.873122 635:0.861562 678:1.17256 935:0.82248 1237:0.800249 1467:0.805765 1506:0.843067 1552:0.856087 1976:0.804671 2116:0.823392 2418:1.09159 3483:0.798256
169:0.815143 1105:0.94481 1125:1.10738 1511:0.844567 1524:0.816517 1877:0.841079 2153:1.25956 2215:1.0406 2221:0.821469 2514:0.848434 2729:0.81423 2760:0.820565 2839:1.20092 2870:0.82614 2906:1.05271 2934:0.816861 3189:0.847123 3279:0.940187 3410:0.823346 3745:0.956933
73:0.862472 92:0.973003 161:1.01149 203:0.824303 227:0.81986 266:0.847362 275:0.831711 283:0.816976 292:0.830232 634:0.826469 780:0.837186 820:0.83909 1559:0.867543 1797:0.838777 1839:0.8739 1840:0.88647 1926:0.814662 2040:0.815895 2265:0.861867 2754:0.876796
4:0.877522 19:1.02354 48:0.900576 59:0.80475 105:0.845335 150:0.822294 222:0.859918 232:1.0881 255:0.827952 268:0.891914 339:0.883922 417:0.829452 443:0.826554 580:0.822928 585:0.83816 683:0.81388 776:0.939265 976:0.853401 1352:0.803519 2516:0.828087
17:0.98117 68:0.954664 72:1.22884 138:0.953398 139:1.48784 252:1.17245 310:1.40037 385:0.887142 405:0.866457 446:0.901842 449:0.942318 634:1.00235 741:1.06088 920:0.887607 1578:1.0622 2248:1.22356 2335:0.930243 2817:0.989079 3216:0.932407 3797:0.908079
36:0.840592 37:0.801723 49:0.878238 79:0.822593 141:0.864192 153:0.80194 157:0.831544 230:0.873242 257:0.858303 277:0.875195 315:0.843554 388:0.802955 391:1.04128 595:0.805835 634:0.950887 824:0.867703 843:0.913084 1428:0.80417 2279:0.834489 3711:0.82921
13:1.16226 29:0.783522 64:0.924784 88:0.811637 180:0.797879 188:0.908173 308:0.783643 310:1.07474 366:0.933325 368:0.898278 376:0.947496 377:1.26088 393:0.805964 407:0.791416 430:1.15285 501:0.780238 502:0.874628 673:0.917795 681:0.803835 701:0.83614
14:0.895908 47:0.87865 103:1.04757 400:0.885154 447:1.15966 462:0.954862 463:0.862279 464:0.960779 468:1.03229 505:0.965747 529:0.869614 618:0.862215 619:0.892392 860:0.979094 863:1.05485 1160:0.907843 1265:0.850558 1993:0.852011 2276:0.930777 2649:0.879946
333:1.4167 405:0.914094 447:0.970482 450:0.858565 471:1.33521 472:1.09254 715:0.824366 920:1.15674 1004:0.876363 1013:0.866748 1170:0.831529 1175:0.814278 2013:0.817432 2253:0.819728 2302:0.871116 2359:0.824934 2448:0.851755 3070:0.892226 3404:0.817606 3505:0.814779
4:1.13291 11:0.932937 22:0.883141 27:0.843698 29:0.968293 37:0.872855 46:0.984346 71:0.875261 134:0.889617 184:1.32909 244:0.868136 250:0.924707 279:1.45111 339:0.87591 354:0.880222 367:0.846839 393:0.850885 764:0.821459 1094:0.920799 2322:0.885399
451:0.885462 468:0.867401 477:0.91916 485:0.817285 540:0.865777 541:0.827381 563:0.815049 737:0.910306 1054:0.814351 1146:0.825222 1223:0.823011 1225:0.865765 1287:0.838922 1288:0.919461 1305:0.854832 1399:0.837379 1420:0.827724 1798:1.06146 2035:0.814915 3221:0.975698
124:0.867959 328:0.838389 481:1.30931 799:0.903265 1047:1.00291 1140:0.949562 1246:0.853015 1447:1.39589 1562:1.35588 1563:1.37241 1788:1.04496 1791:0.847058 1882:1.45353 2111:0.897671 2934:0.921592 3135:0.878541 3668:0.895143 3724:0.914864 3798:0.839163 3799:0.834735
24:1.31679 27:0.944141 105:0.856322 270:0.826904 274:0.828295 363:0.876721 376:0.82985 491:0.834927 514:0.83439 623:0.912189 627:0.842549 735:0.864166 881:0.84764 924:0.823478 1166:0.862771 1215:0.830499 1457:0.867196 1536:0.848126 1541:0.84802 1571:0.830777
85:0.942128 86:0.859335 131:1.4559 253:0.839376 283:1.39633 319:0.842733 433:0.847146 562:0.872339 604:1.30073 635:0.875933 678:0.934818 1813:0.890995 1878:0.91811 1956:0.843844 2211:0.883221 2212:0.88595 2340:0.863767 2421:0.922826 2755:0.875072 2815:0.927044
276:0.889312 312:0.882622 403:0.885293 569:0.875712 710:0.990662 772:0.924037 935:0.916901 1434:1.1643 1466:1.15115 1486:0.915127 1646:0.896892 1729:0.900283 1754:0.878995 1809:1.01363 1906:1.1694 1955:0.959442 2110:0.915258 2262:0.913 2317:0.889471 2698:1.14613
132:0.861067 390:0.932611 564:0.93599 590:1.01243 633:1.08114 657:0.88012 670:1.33221 671:1.00685 756:0.872089 757:0.920637 808:0.875336 899:0.876616 900:0.872007 901:1.08305 1036:0.86958 1193:0.899275 1426:0.865188 1733:0.998837 2006:0.913606 2740:0.958607
55:1.19711 57:0.872149 72:0.951415 129:0.981129 171:1.0456 173:0.867857 239:1.15891 310:1.22632 396:0.871745 584:0.893457 589:0.949407 701:0.886641 952:1.10782 1365:1.50559 1432:1.13511 2328:0.924684 2408:0.877989 2724:0.921143 3181:0.943693 3412:0.963392
166:0.886505 167:0.882141 227:1.13066 238:0.847748 245:0.891937 286:1.24864 289:1.60305 414:1.21619 630:0.823633 870:0.933994 948:0.91863 2582:0.883571 2889:1.42117 3025:0.813156 3034:0.888419 3067:0.857933 3507:0.88042 3779:0.922848 3868:0.938316 3888:0.897497
403:1.01249 414:0.824429 495:0.810269 562:1.03417 630:0.983895 663:0.943267 703:1.25612 710:0.949774 781:0.868663 824:0.85378 870:0.952089 1169:0.821065 1434:1.52555 1435:0.82088 1465:1.17447 1466:0.824544 1467:0.879647 1646:1.06808 1694:0.833329 2577:0.853335
0:0.820926 38:0.821778 39:0.783125 140:0.805501 152:0.859042 218:0.806547 358:0.799304 391:0.805035 413:0.875411 628:0.787613 670:0.820007 703:0.794073 861:0.807557 913:0.792985 927:0.774729 1109:0.845296 1205:0.862053 1554:0.908736 1557:0.783598 3296:0.768626
626:1.49581 664:0.8441 704:1.56989 705:1.51389 803:0.888364 815:0.889879 818:0.890441 819:0.87314 837:0.866091 838:0.887336 950:0.843347 1081:1.09221 1169:0.952752 1196:0.840858 1544:0.961787 1606:0.878992 1656:1.15158 2385:0.914345 2633:0.930198 3347:0.930005
416:1.25192 447:1.06031 462:0.884854 471:0.837936 472:0.85263 505:1.02305 582:0.949092 618:0.995569 669:0.84903 784:0.856462 804:0.811745 863:0.99093 920:0.807476 1036:0.814989 1093:0.812881 1360:1.07629 1650:0.811592 2276:0.923937 2479:0.821029 2578:0.857423
109:0.830061 333:1.34744 349:0.850644 384:1.1155 529:0.918751 567:0.882243 613:1.24772 750:0.931254 769:1.16805 788:0.886834 890:0.830984 921:1.00066 1272:1.15503 1286:0.833092 1331:0.909141 2177:0.850723 2664:0.850076 2691:0.860884 2713:0.852705 3421:0.855739
4:1.16077 16:0.835371 109:0.923861 197:0.927326 296:0.849434 400:1.25944 513:0.834882 633:0.94563 657:1.00812 664:0.860929 672:0.832204 720:0.870143 721:0.842304 752:1.14533 753:0.996686 809:0.885308 854:0.84368 1190:0.836095 1372:0.873481 1659:0.873229
164:1.05973 363:0.898136 429:0.812194 734:0.831048 927:0.861396 1961:0.829443 2113:0.851385 2270:0.907241 2303:1.11367 2752:0.821839 2903:0.975679 2904:1.38673 2905:0.950794 2989:0.829861 2999:1.23298 3399:0.898092 3401:0.935369 3402:0.835566 3449:0.948469 3575:0.848562
156:0.89728 651:0.882715 710:0.830722 880:0.991576 894:0.960694 1082:0.842732 1169:0.867897 1246:0.81376 1350:0.823182 1373:0.953581 1408:0.812099 1482:0.807948 1631:0.818655 1752:0.880812 1996:0.960827 1997:0.875831 2567:0.816852 2608:0.803945 2622:0.828037 2833:0.827443
103:0.847871 203:0.892054 218:1.09245 321:0.964759 415:0.877514 437:1.11819 471:1.26481 493:0.856199 961:0.857948 1328:0.941395 1449:0.927402 1462:0.848118 1758:1.18608 1759:0.885134 1999:1.18669 2016:0.884126 2121:0.871261 2244:0.841938 2667:0.893114 3341:0.864808
9:1.12267 22:0.878361 33:0.897126 37:1.01435 46:0.827356 127:0.830078 140:1.04263 150:1.0259 197:0.865315 497:0.877112 501:0.857375 585:1.22494 586:1.13554 591:0.936484 593:0.8944 636:0.843866 714:0.83436 768:0.851132 1294:0.844577 3530:0.82813
181:0.893586 239:1.08807 421:0.912002 589:0.832666 622:1.02344 626:0.899631 659:1.15158 705:1.12502 706:0.881571 718:0.809368 815:0.809337 1040:0.817928 1279:0.895781 1281:1.07586 1325:0.823765 1381:0.810454 1382:0.835719 1429:0.884926 1554:0.830676 1606:0.936333
63:0.85767 333:1.21536 444:0.896452 564:1.42459 567:1.5208 582:0.84798 590:1.35654 630:0.836849 747:0.832287 884:0.874996 900:0.849369 901:0.859493 921:1.41711 1033:1.22619 1193:0.877376 1258:0.833984 1462:0.856279 1464:0.841948 1500:0.929323 1614:0.832302
4:1.18849 11:0.924046 13:0.859812 14:1.37234 31:0.841277 42:0.90182 47:1.24373 56:0.803096 83:0.872193 89:1.00084 102:0.846736 103:0.881379 270:0.866423 400:0.867459 417:0.88714 453:0.83355 599:0.807857 608:0.892511 1629:0.900044 1630:0.908315
169:0.808047 577:0.809155 578:0.806237 670:0.848731 731:0.815804 781:0.836301 895:0.862377 1044:0.800985 1330:0.800787 1500:0.857544 1573:0.821283 2153:0.963952 2215:0.87621 2893:0.879074 2906:0.853488 3098:0.808786 3135:0.798895 3178:0.812594 3279:0.80592 3292:0.828466
11:0.925831 12:0.973011 13:1.11986 21:0.861558 23:1.05223 24:0.908188 27:1.08823 32:0.877548 50:0.978865 72:1.12793 85:0.891154 185:0.867089 209:1.33513 256:0.841326 305:0.866992 430:0.896857 501:0.893589 673:0.909811 780:1.19942 1506:0.864834
41:1.04548 45:0.985331 217:1.16005 551:0.876549 865:0.863786 1039:0.919449 1040:1.42929 1041:1.37893 1155:0.931724 1156:0.915983 1243:0.896846 1332:0.880346 1653:0.986156 1654:0.977728 1655:0.958879 1677:0.868701 1778:0.84896 2336:0.872843 2758:0.869032 3680:0.913269
184:0.800792 212:0.77176 419:0.771801 735:0.771396 775:0.79494 882:0.796279 895:0.971185 1181:0.85776 1190:0.786023 1236:0.771209 1453:0.765257 1863:0.774958 2153:0.878438 2659:0.764732 2893:0.848759 2991:0.826606 3100:0.781083 3138:0.777161 3178:0.788414 3242:0.764935
72:1.33793 139:1.09879 205:0.962711 252:1.10063 310:1.36668 385:0.943512 446:1.0216 449:0.987415 843:0.924844 2073:0.9636 2096:0.888071 2248:1.13127 2295:0.930916 2416:0.96589 2637:0.925358 3280:1.33417 3462:0.910003 3484:0.908361 3521:0.927053 3574:0.895677
276:0.876788 338:0.93367 699:0.857846 710:0.96573 935:1.18302 1110:0.855051 1179:0.858466 1390:0.848614 1449:1.02298 1486:0.922538 1826:0.886825 1842:1.04486 1906:0.885862 1921:0.892909 2040:0.997346 2141:1.14905 2191:1.01941 2218:0.905753 2272:0.847604 2755:0.876711
115:0.891843 431:0.904241 432:0.851915 484:1.01077 731:0.946334 1211:1.02746 1844:0.866355 1848:1.0708 1849:1.04856 1876:1.15341 1877:1.26125 1893:0.897507 1952:0.972255 2066:0.857097 2220:0.918629 2620:1.12284 2760:0.902996 2870:0.92071 2873:0.899075 2958:0.874659
81:0.908426 266:1.25651 300:0.914815 391:0.910051 504:1.08909 505:0.859076 630:0.928136 634:0.878388 703:1.31422 710:1.30215 711:1.12565 712:1.48034 820:0.856464 825:0.936011 1169:0.910787 1403:0.869773 1404:0.88518 1435:0.877877 2335:0.845756 2379:0.850304
12:0.909409 13:1.12109 24:0.90416 49:1.0276 55:0.89424 72:1.30757 76:0.872627 84:1.02072 96:1.02864 287:0.843117 310:1.31137 315:0.856978 366:0.920238 370:0.854988 437:0.842324 732:0.873512 772:1.28114 976:0.855784 1725:1.04462 1956:0.888301
64:1.01804 72:1.09273 82:0.886069 168:0.843762 220:0.927058 230:0.956991 239:0.973333 310:1.30394 388:1.18896 401:0.843776 584:0.858304 611:1.26037 659:1.17993 779:1.04359 952:1.20257 973:1.31801 990:1.00296 1061:0.935189 1300:0.878495 2490:0.853347
16:0.848703 31:0.907986 490:0.924417 512:0.903337 514:0.831603 519:0.857619 540:0.849292 541:0.848952 577:0.888918 731:0.865427 934:0.829082 1042:0.852292 1223:1.12796 1236:0.895821 1876:0.861105 1877:0.875148 2153:0.83733 2760:0.921292 2790:0.97876 2791:0.952285
81:1.10053 103:0.777033 169:1.21388 238:0.872344 415:1.13818 498:1.31191 505:0.804 936:0.815422 1138:0.81564 1435:0.775466 1503:0.766152 1826:0.786356 1881:0.77348 1928:0.80768 1982:0.780182 1985:1.23265 2036:0.779985 2152:0.84435 2316:0.793147 3457:0.795788
10:0.899216 11:1.08217 27:1.05135 28:0.833139 94:0.802229 209:0.879402 217:1.20106 263:0.809839 264:0.980533 417:0.823666 418:0.830175 881:0.904544 953:0.820705 990:0.830669 1054:0.812069 1115:0.840384 1300:0.857008 1612:0.847672 1720:0.835097 3234:0.80909
9:0.860755 11:0.971417 29:1.03485 37:1.0074 46:1.31642 134:0.856516 140:0.876083 227:0.864857 233:0.884435 279:1.44964 314:1.08543 381:0.866265 501:0.859538 595:0.883037 675:0.863104 678:1.01505 679:0.905604 1094:0.882977 1672:0.904386 3141:0.869854
0:1.10117 390:0.89019 450:1.10384 471:1.41412 472:1.34822 549:0.837579 656:0.823132 782:0.864499 784:1.2772 891:0.826001 1025:1.0195 1360:0.894006 1500:0.859062 2013:0.833717 2168:0.850562 2276:0.917728 2364:0.826175 3244:0.877246 3421:0.826093 3829:0.839785
16:1.43387 400:0.901299 522:1.4103 524:1.32442 525:1.14922 526:1.09219 633:1.59732 667:1.01031 670:1.10642 671:0.988334 734:0.977189 742:1.12012 800:0.882928 871:1.00722 909:0.93597 914:0.864783 1001:1.15521 1002:0.999447 1116:0.948149 1121:0.899598
19:0.875227 36:0.917284 39:0.987012 77:0.884985 118:1.04269 119:1.15427 120:1.18409 178:0.979164 191:1.12405 195:0.894616 219:0.884444 229:1.13129 410:0.921979 443:0.863695 607:0.9964 977:0.967642 1402:1.12754 1732:0.889203 2495:0.878069 2595:0.876508
416:1.22801 471:1.36391 472:1.26207 493:0.901591 505:0.927427 710:0.91928 780:0.88437 784:0.861942 961:0.940669 1360:0.898214 1431:0.850576 1461:0.842621 1920:0.845107 1961:0.951672 1967:0.84292 2085:1.00904 2168:0.910011 2276:0.97524 2581:0.92059 2792:0.986356
123:1.05723 239:1.006 309:0.989982 333:1.18862 420:0.894868 421:1.11967 612:0.953623 622:1.29995 973:0.961322 1138:0.824463 1279:0.916448 1280:0.827386 1281:0.925169 1384:0.998773 1430:1.23914 1464:0.837791 1918:1.02353 2333:0.842822 3259:0.863083 3275:1.00326
