3865 3956
300:0.990035 415:1.09399 442:1.15079 487:0.846991 590:0.826339 631:0.787165 870:0.812382 897:0.820964 995:1.03408 1086:0.847616 1725:0.843251 1754:0.826147 1759:0.784352 1875:0.830335 1940:0.90453 2142:0.809802 2143:0.807654 2235:0.785926 2512:0.783733 2590:0.785097
94:0.838875 1187:0.811762 1203:1.07625 1205:1.27437 1242:0.987463 1287:1.054 1319:1.15551 1524:0.810844 1948:1.05302 1960:0.844957 1987:0.84268 2095:0.924364 2242:0.942627 3072:0.932871 3075:1.13893 3189:0.809729 3236:0.930441 3290:0.801234 3291:0.799203 3633:0.864851
13:0.841839 23:1.11103 96:0.8615 129:1.23369 203:0.817107 262:0.822748 268:0.824671 310:1.22294 610:1.00271 673:0.837934 1062:0.934737 1506:0.819219 1546:0.838883 1906:0.893969 1909:0.830495 2418:0.990135 2459:0.880606 2729:0.834119 3209:0.831796 3715:0.818812
5:0.794083 81:1.20594 328:1.02881 479:0.8115 524:0.795245 668:1.08686 727:0.786552 743:0.884453 802:1.08683 820:1.04316 867:0.865873 880:0.812497 1011:0.813046 1117:0.838607 1213:0.864623 1349:0.787734 1373:0.826838 1833:0.833756 2063:0.801827 2157:0.839317
72:1.34153 93:0.860184 138:0.966472 139:1.45203 205:0.9736 252:0.937397 310:1.36642 318:1.0177 385:0.912471 446:0.874564 1098:0.921024 1578:0.930938 1940:0.860278 2188:0.869282 2248:1.27268 2335:0.900826 2612:0.896703 2947:0.847791 3280:0.874061 3521:0.885596
41:0.916496 45:0.884646 109:1.07893 110:0.947872 199:0.967112 378:1.01766 564:1.08748 567:1.13755 590:1.07777 633:0.880589 657:1.00177 671:0.937106 789:0.969418 811:1.05883 899:0.956237 902:0.926353 903:0.966438 921:0.869333 1331:0.878124 1614:0.885325
4:0.923487 57:0.837285 67:0.872192 98:0.790415 159:0.812368 274:0.920671 445:0.804221 469:0.809601 473:0.878913 477:1.01945 820:0.840106 1290:0.852627 1533:0.842846 1617:0.948031 1618:0.800664 1717:0.891138 1798:0.865766 3186:0.849916 3197:0.796942 3219:0.804801
31:1.46522 89:0.847161 282:0.886476 407:0.99528 448:0.901282 449:0.882511 761:0.983763 783:0.927614 784:1.09882 1129:0.914671 1865:0.963341 1871:0.88082 2151:0.951956 2497:0.937635 2502:0.889999 2640:1.04236 2641:0.889532 2642:0.906522 2643:0.859154 2946:0.839499
4:0.928338 400:1.25278 469:0.815879 471:1.01505 472:0.778446 533:0.788784 545:0.778598 563:0.770831 621:0.823415 638:0.802139 729:0.898157 858:0.783176 961:0.825583 1010:0.775126 1011:0.80275 1129:0.769021 1171:0.794273 1244:0.962707 2069:0.82357 2197:0.831479
4:1.08604 19:0.883531 58:0.841329 67:1.10595 70:0.937606 87:0.964064 98:1.12798 107:0.825063 119:0.844213 120:0.961435 146:0.878714 147:0.874136 194:0.853293 229:0.858075 243:0.861313 247:0.836843 386:0.858602 977:0.825672 1301:0.847861 1732:0.881772
16:1.02392 63:0.922515 109:1.08119 133:0.895941 378:1.1335 444:1.17895 564:1.44434 567:1.11744 590:1.24978 633:0.908898 655:1.49775 657:0.967247 671:1.09217 747:0.923543 753:0.881065 996:0.882976 1065:0.965829 1079:0.862498 1113:0.860017 1144:0.894028
1255:1.1559 1256:1.36671 1257:1.40097 1310:0.988272 1311:0.977165 1312:0.907119 1918:1.09682 2464:0.910101 2905:1.51315 2968:1.25259 2969:1.1155 2970:1.00842 2971:0.940916 2972:0.905461 2975:1.10088 2976:0.903864 2992:0.970718 3007:0.898575 3010:0.886791 3024:0.898229
23:0.864736 35:0.953257 82:0.831805 129:1.20968 140:0.931713 203:0.969378 217:1.0022 343:0.889758 396:0.909018 419:0.852913 498:0.821492 678:0.887011 771:0.838193 935:1.06882 1432:0.830256 1768:0.860704 1784:0.879495 1898:0.928841 1899:0.878675 2695:0.819507
180:0.875715 261:0.953655 375:0.895074 483:0.821271 565:0.955243 998:0.85811 1172:0.998811 1285:0.8498 1292:0.826927 1441:0.854729 1573:0.820815 1935:0.886478 2839:0.877847 2860:0.825302 2982:0.82243 2983:0.934502 3115:0.856999 3471:0.869826 3472:0.870983 3778:0.863829
436:0.998056 1211:0.897431 1248:1.40898 1249:0.947629 1275:1.4229 1565:0.964932 1844:1.06194 1847:0.93433 1848:1.37105 1849:1.44056 1893:1.49204 1924:0.939184 2020:0.8639 2066:0.895579 2128:0.892512 2220:0.901381 2636:1.06584 2811:0.9513 2812:0.864 3277:0.895799
250:0.85323 268:0.917621 333:0.928563 447:1.05682 462:1.0033 464:1.01226 468:1.09803 630:1.09328 781:0.858579 784:0.868916 822:0.842502 860:0.934352 920:0.916463 969:0.850561 1462:0.879064 1464:0.952283 1885:0.843994 1934:0.879815 1965:0.831017 2830:0.829168
45:0.859375 264:0.858637 270:0.889114 361:0.860311 400:1.06143 452:1.17494 462:0.981958 512:0.976003 1102:0.899032 1103:0.886209 1145:0.949871 1146:0.979007 1148:0.885407 1151:0.97989 1211:0.919561 1223:0.880752 1248:0.881039 1275:0.869674 1420:0.989461 1849:0.862729
181:0.970856 309:0.98413 363:0.973086 397:0.815923 416:1.19383 615:1.02441 622:1.39516 973:0.967132 998:0.967939 1059:0.825375 1138:0.850117 1281:0.920216 1376:0.818793 1377:0.817137 1378:1.06705 1384:1.05679 1462:0.878736 1868:0.905764 2193:0.80833 2792:0.847956
11:1.09184 13:1.14473 22:1.10967 23:1.01562 25:0.927649 27:1.04699 29:1.17217 32:0.949331 48:1.19886 56:1.22168 64:1.01138 168:1.23976 184:0.953875 204:0.919048 227:0.998975 279:0.971702 282:0.92039 377:0.909866 407:1.10307 501:0.986754
9:1.04499 10:0.809404 11:1.03908 23:0.823416 66:0.782786 88:0.862243 95:0.784299 136:0.839452 137:0.83093 158:0.813239 159:1.01359 160:0.917583 245:0.781434 268:0.781404 278:0.787686 331:0.823302 673:0.847528 1245:0.806942 1720:0.808004 2146:0.789243
6:0.837985 45:0.804819 99:1.17574 199:0.832232 240:0.80952 254:0.899628 396:1.18464 397:0.834389 420:0.960148 610:0.840035 703:1.04335 1040:0.80079 1391:1.37142 1432:1.14558 1467:0.95694 1501:0.816467 1705:0.84834 2301:1.46497 2385:0.853963 2537:0.832348
239:0.840733 310:0.79397 328:1.40244 589:0.795981 611:1.45848 659:0.816977 734:0.789308 802:1.34843 867:1.30569 952:0.852901 973:1.34287 1136:0.78774 1323:0.771787 1348:0.788024 1349:0.781697 1375:0.848603 1383:1.23151 2543:0.881779 2633:0.80339 3283:0.791764
16:0.902906 39:0.772366 132:0.775988 133:0.87649 255:1.10654 378:0.831077 445:0.813138 564:0.774468 633:0.789559 742:0.791519 1012:0.780798 1065:0.805742 1072:0.896125 1073:0.878401 1247:0.773421 1281:0.816143 1508:0.779758 1688:0.778212 1776:0.76636 2942:0.82119
131:1.04796 285:0.88764 433:0.900955 604:0.930661 819:0.874415 998:0.951277 1449:0.947513 1771:0.905232 1840:0.981947 1878:0.890669 1899:0.919705 1900:0.97272 1921:0.917002 2116:1.16132 2117:0.93739 2212:0.900804 2264:0.855676 2421:1.18108 2755:0.971888 3434:0.894634
19:0.851117 447:1.1057 450:1.05814 471:1.41431 472:1.03366 729:0.890106 920:0.859285 975:0.892961 1016:0.948463 1025:1.00706 1360:0.920317 1470:0.895052 1500:1.32922 1961:0.855292 2001:0.932974 2185:0.953767 2401:0.858569 2402:0.908921 2432:0.846434 2578:0.847222
12:1.15586 40:0.884821 72:0.973417 85:0.962177 96:0.944305 195:0.841192 209:0.850017 239:0.976774 294:1.21075 306:0.858065 504:1.05497 562:0.933011 711:1.28625 843:0.973798 952:0.897267 1690:1.15046 1754:0.916543 1916:1.23812 1917:0.875482 3385:0.854618
218:0.923989 239:1.14976 380:0.828053 420:1.23267 503:0.946443 610:1.29047 622:0.939099 718:0.8314 802:1.22125 952:0.813562 973:0.961152 1349:0.943866 1365:0.877024 1432:0.940007 1781:0.852182 1782:0.845807 1783:0.885477 1918:0.959619 2250:0.824762 2333:0.988033
514:0.99414 800:0.897155 888:0.922055 894:0.927792 1095:0.901486 1215:0.956385 1242:1.1218 1457:0.918039 1541:1.08153 1571:1.23816 1640:0.924091 1666:1.00456 1685:0.882287 1778:0.898421 1957:0.899379 2201:0.891524 2242:1.0716 2287:1.03105 2538:0.919197 3685:0.88937
105:0.879857 363:0.909004 615:0.883932 735:1.20329 736:0.873777 895:1.22276 1071:0.87296 1138:0.877891 1166:0.873868 1187:0.98695 1208:0.863659 1241:0.878963 1260:0.915714 1261:0.900899 1411:0.871966 1949:0.890755 2893:0.992109 3098:0.847322 3494:0.857555 3682:0.850608
276:0.875979 543:1.24867 545:0.868233 546:0.867383 590:1.05141 630:0.961289 668:0.852984 703:0.851585 817:0.889848 846:0.880725 949:0.834208 950:0.891503 1028:0.903853 1076:0.821891 1105:0.875015 1132:0.824053 1194:0.868323 1558:0.8843 2035:0.843408 2723:0.842309
85:0.901266 141:1.10662 143:0.83868 188:0.847766 203:1.00164 227:1.05131 277:0.874407 283:1.33267 338:0.954084 401:0.875809 604:0.844421 678:1.09069 732:0.954862 1506:0.892487 1730:0.861659 1809:0.839228 1813:0.822982 1956:0.938371 3182:0.831015 3483:0.82662
16:0.819299 63:1.1859 132:0.842034 133:0.873781 445:0.799815 497:0.800495 564:0.996005 572:0.811195 602:0.885843 633:0.876985 655:0.99918 671:1.04962 703:1.18322 852:1.25741 996:0.821104 1033:0.825141 1065:1.20765 1247:0.817482 1583:0.796387 1688:0.80725
113:0.935281 886:0.90982 1040:0.914377 1041:0.999724 1265:0.910587 1274:0.880635 1288:1.0727 1289:0.913698 1317:0.957105 1318:0.99935 1332:0.980438 1346:0.990618 1447:0.879362 1476:0.96092 1549:0.910199 1736:0.917579 1882:0.887161 2298:0.88957 3292:0.938375 3349:0.871437
81:1.03274 120:1.05818 147:0.890251 191:0.860098 193:1.05842 194:0.984667 195:0.854286 224:0.91255 225:0.892128 563:0.948034 607:0.85233 977:0.855092 1164:0.877884 1332:0.894628 1402:1.04684 1732:1.31435 2348:0.865259 2595:0.937942 2727:0.997426 3087:0.923524
23:0.828959 72:0.839922 140:0.832748 183:1.19373 184:0.810952 220:0.852252 239:1.18034 310:1.33026 388:1.34353 584:1.20445 589:0.847985 673:0.828998 698:0.855467 709:0.861062 952:0.97134 973:0.99413 1349:0.832994 1365:0.923087 1403:0.823352 1944:0.865859
44:0.823124 124:0.906378 426:0.882213 430:0.85101 731:0.919158 1353:0.821425 1455:1.206 1511:0.835653 1848:0.869378 1849:0.88329 1853:0.846603 2049:0.825259 2111:1.10585 2124:0.851617 2149:0.869875 2167:0.822762 2387:0.875939 3390:0.8793 3470:0.848388 3723:0.86353
81:0.925793 127:1.42001 128:0.868305 454:0.871923 475:0.922568 491:0.844581 515:1.09974 516:0.870337 571:0.86002 668:0.891652 1042:1.39351 1087:0.966523 1335:0.905587 1439:0.84129 2079:1.16557 2187:1.01315 2206:0.880458 2237:0.968222 2314:0.908612 2515:0.889476
0:0.945091 45:0.876869 93:0.842154 391:1.2016 564:0.849071 590:1.244 630:0.965385 634:0.928894 707:0.853456 710:0.874106 715:0.906856 781:0.954491 824:1.02881 1012:0.875456 1017:0.868404 1038:0.927068 1352:0.86029 1464:1.05206 1807:0.870017 2690:0.860135
59:0.884819 73:1.18451 85:0.993444 187:0.874186 253:0.942704 283:1.31143 419:1.02893 699:0.890164 732:1.04132 935:0.954349 1168:1.12512 1730:1.00493 1901:1.10734 1902:0.882554 1922:0.880513 1956:0.974639 2264:0.921008 2265:0.965503 2342:0.878071 3550:0.891326
200:0.832122 361:0.999892 454:1.15914 516:1.13698 517:0.857025 532:0.858291 590:1.23578 638:1.07306 641:0.841371 642:0.836046 769:0.820914 797:0.902643 1011:0.862274 1265:1.1246 1266:0.846156 1490:0.883482 1584:1.0027 1667:1.00505 1951:0.846853 2005:1.04695
10:0.893556 13:0.960687 23:1.49527 27:0.937762 32:1.08674 50:0.932831 72:1.19431 140:0.880815 220:0.903916 227:1.01325 256:0.937713 310:1.36383 395:0.99882 673:0.979787 779:0.977217 780:1.08571 956:0.923189 990:0.907409 1525:0.908908 1784:0.932597
63:0.990954 109:0.907942 133:0.998846 323:0.920786 444:0.911188 564:1.4841 567:1.25489 590:1.42187 655:1.07571 710:0.979113 747:0.902639 899:0.989029 902:0.862914 903:0.906071 996:1.02343 1033:0.879041 1065:0.905971 1079:0.875265 1144:0.863677 1705:0.945637
70:1.2278 72:0.811112 205:0.847672 239:1.34537 310:1.10354 346:0.783323 568:0.792294 622:1.23032 680:1.18767 847:1.19946 1326:0.859495 1327:0.805398 1377:0.826541 1378:0.8368 1381:0.823867 1522:0.78353 1683:0.798278 2333:0.817433 2486:0.792703 3385:0.803017
23:0.884633 64:0.9153 82:0.822622 129:0.836953 131:0.817844 140:0.99044 184:0.85992 217:1.28793 227:1.06546 230:0.89856 263:1.0169 264:0.847579 283:1.22094 589:0.861775 604:0.831306 611:0.988774 921:0.838363 972:0.823084 1273:0.858066 1325:0.832569
181:0.874252 182:0.788677 248:0.793989 280:0.799432 292:0.821695 309:0.864487 415:0.787835 416:1.31304 447:1.01761 471:1.15827 647:0.878713 1138:0.782153 1170:0.803384 1842:0.967726 1942:0.77987 2029:0.887387 2085:0.800546 2193:0.825461 2537:0.784882 2814:0.781849
109:0.910863 513:1.45571 539:1.35376 629:0.91982 657:1.15939 834:0.887421 930:0.882579 991:0.949905 997:0.891812 1030:0.863568 1372:1.09044 1427:0.874032 1450:0.899526 1908:0.866368 2007:0.905709 2396:0.871086 2561:0.871951 2677:1.05129 2736:0.907856 2776:0.909557
161:0.905716 240:0.971744 286:0.9875 289:1.30125 311:0.866859 329:0.860526 414:1.14188 416:0.884432 630:0.855555 837:0.83139 948:0.859434 1016:0.84071 1484:0.911207 1627:0.853047 2329:0.861669 2720:0.87708 2889:1.28191 3717:0.864201 3779:0.865637 3868:0.857356
323:0.835053 391:0.860614 403:1.01184 590:0.832634 630:1.04395 663:1.01781 703:1.17479 710:1.22066 711:0.847464 712:0.851326 781:0.884274 921:0.848595 1169:0.850162 1404:0.840499 1434:1.44327 1465:1.05644 1557:0.92178 1646:0.906899 1694:0.940331 2577:0.900351
218:1.02135 384:0.964341 1032:0.989403 1255:1.00297 1256:1.23628 1257:1.15117 2509:1.10403 2905:1.5093 2966:1.07624 2968:1.26448 2969:0.998106 2970:0.942565 2972:1.15587 2973:0.906232 2975:0.918756 2976:0.934455 2994:0.919302 2995:0.986919 3002:0.911591 3024:0.973646
152:0.876747 239:1.00807 380:0.998436 420:1.24343 421:0.904221 589:0.850056 612:0.869892 622:0.983623 802:1.05248 952:0.895074 973:0.880165 1323:0.87845 1376:0.862523 1384:0.907956 1500:0.852437 1781:0.901288 1918:0.865488 2250:0.873838 2565:0.85679 2827:0.872179
22:0.823707 115:0.835429 250:0.843304 333:0.979517 385:0.879269 447:1.24427 462:0.856588 468:1.12112 630:0.837343 784:0.868582 860:1.1649 974:0.853204 1464:1.03773 1934:0.97928 2002:0.828843 2003:0.872105 2036:0.836041 2179:0.82627 2235:0.818389 2648:0.856034
133:0.896428 279:0.867941 293:0.808748 358:0.808846 572:0.820893 590:1.24606 595:0.814177 666:0.871774 706:0.853166 838:0.847033 1094:0.82966 1099:0.806076 1105:0.882487 1235:0.812768 1544:0.854953 1558:0.847426 1582:0.87305 1695:0.821185 1809:0.955988 2322:0.859542
64:0.87007 82:0.873306 141:0.806551 142:0.814012 167:0.847217 203:1.16855 209:0.866624 227:1.27571 230:1.02484 283:1.11991 308:0.804991 401:0.830075 659:0.84222 663:0.879497 678:0.953205 780:0.826136 1506:0.833397 1768:0.826271 2233:0.835028 2300:0.806902
9:1.2965 19:0.925868 22:0.825782 28:0.808104 37:0.859998 48:0.840789 137:0.843862 150:0.85353 159:0.845541 160:0.846138 210:0.813483 218:0.834521 331:0.811628 339:0.823253 381:0.815153 585:1.0315 586:0.892559 593:0.876133 598:0.812919 699:0.809264
286:0.902073 433:0.897497 505:0.875772 547:1.01835 626:0.825339 630:1.06441 662:0.881011 706:1.21068 709:0.991694 822:0.966023 837:1.003 838:0.849774 864:1.04472 869:0.833247 941:0.867332 994:0.822249 1157:0.821884 1770:0.848224 2419:0.823725 2510:0.843446
415:0.837763 419:1.36523 498:1.18573 771:0.827106 935:0.850656 936:0.984613 940:0.847569 994:1.31602 1152:1.04824 1632:0.957145 1687:0.866877 1769:0.824696 1898:1.3479 1900:0.837849 1901:0.88611 1973:0.988047 2036:0.920513 2152:0.831538 2813:0.820427 3547:1.01235
4:0.877993 110:1.11325 135:0.892085 529:1.4002 543:0.876337 590:0.979738 726:0.940021 737:0.873755 753:0.915491 828:0.970009 922:1.1176 978:0.989249 1037:0.925401 1198:0.916233 1199:0.94565 1200:0.892034 1305:0.886154 1307:0.87918 1659:0.97286 1800:0.915539
447:0.916438 450:0.93439 471:1.43525 729:0.958495 894:0.852559 1016:0.845138 1025:0.864925 1170:0.953046 1235:1.02073 1470:0.894307 1500:1.29909 1962:0.86063 2029:0.89013 2085:0.872295 2230:0.863066 2359:0.875383 2402:0.852456 2440:0.893551 2578:0.861108 2792:0.907942
0:1.45825 1:0.979159 2:0.907314 154:0.987596 260:1.08023 303:0.952695 404:0.896091 413:0.918262 547:0.956027 549:1.11745 869:0.853494 927:0.921376 1190:0.888203 1255:0.876543 1256:0.882047 1257:0.857559 1408:0.87615 2752:0.861535 2905:1.02459 2968:0.937931
166:0.905547 167:0.948199 551:1.20472 562:1.07879 569:0.821272 597:0.84615 775:0.870292 1117:0.917328 1435:0.812007 1479:0.86663 1591:1.09465 1881:0.829849 1919:1.15095 1929:0.900445 1930:0.857634 1982:0.920935 1985:0.912625 2181:0.886047 2182:0.886616 3345:0.811805
11:0.846271 84:0.86895 137:0.850363 138:0.8362 139:0.820043 171:0.901845 177:0.815625 310:1.2158 312:0.868947 318:0.882334 388:0.883583 400:0.834704 446:0.832206 500:0.814537 585:0.953989 591:0.856298 952:0.846827 1672:0.838486 2248:0.81309 2295:0.807223
124:1.00719 481:0.955007 1239:0.864017 1275:0.876453 1353:0.914429 1447:0.85717 1449:0.85159 1455:0.901236 1562:0.850895 1564:0.84242 1881:0.871518 1882:0.931884 1893:0.932124 2025:0.898103 2111:0.926196 2387:0.843922 2934:0.979659 3133:0.906941 3272:0.879538 3724:0.887405
63:0.846256 99:0.845769 333:0.909416 564:1.41989 567:1.4832 582:0.886612 590:1.34058 655:0.861675 737:0.845018 781:0.847621 811:0.856909 921:1.43808 1033:1.23877 1144:0.845758 1193:0.869584 1360:0.858708 1462:0.98236 1500:1.24049 2026:0.843535 2402:0.871531
73:0.847822 227:0.852679 256:1.00122 310:0.823089 315:0.832723 329:1.35412 772:0.852297 998:1.1513 1006:0.920754 1179:1.13258 1449:0.866737 1826:0.878593 2337:0.857617 2755:0.819989 2782:0.991329 2783:0.931115 2850:1.28142 2861:0.867839 2936:0.875666 3400:0.975309
4:1.00268 286:1.01362 400:1.00583 626:0.938582 662:1.04538 664:0.873557 703:0.857375 704:1.20145 705:1.44645 709:0.969813 810:1.13134 818:0.87491 837:0.833714 838:0.994224 864:0.946564 1169:0.835207 1196:0.868188 1569:0.86499 1606:0.859409 1656:0.859768
4:0.916829 31:1.02246 56:0.93905 67:1.14564 88:1.14375 89:1.08059 90:0.88772 94:0.908062 105:0.992265 115:1.10743 234:0.872006 344:0.951645 418:0.936307 623:0.895686 767:0.884536 866:0.961002 868:0.911867 874:0.960424 959:0.912315 988:0.943305
31:0.915816 48:0.852871 59:0.819955 73:0.839068 76:0.940724 348:0.834963 732:0.852374 1478:0.796545 1503:0.805262 1609:0.789005 1730:0.855272 1884:0.788854 1901:0.87678 1907:0.883839 1993:0.791008 2180:0.824218 2264:0.789852 2265:0.787006 2342:0.811045 2354:0.803227
437:0.9142 462:0.813927 471:1.01092 472:0.885844 1085:0.868396 1128:0.826799 1503:1.34323 1510:0.914318 1629:0.960953 1630:0.954354 1759:0.898093 1874:0.848128 1913:0.86342 1999:0.821834 2046:0.804807 2121:0.882302 2667:0.86758 3242:0.828558 3657:0.824875 3747:0.807273
181:0.899086 182:0.837424 239:1.08681 355:0.872037 380:1.18708 416:0.886069 420:1.13002 503:1.24417 563:1.21165 589:1.01548 610:1.52492 973:1.07698 1349:0.856065 1365:0.849848 1432:0.888954 1644:0.837436 1781:1.08367 1782:0.976949 1783:1.13757 2012:0.866292
242:0.857888 451:0.866694 475:1.35974 514:0.847308 540:0.874219 813:0.921814 925:1.00708 1241:0.855515 1242:1.034 1412:0.842255 1448:0.875302 1571:0.917661 1640:0.922065 1957:0.841787 1958:0.840597 2173:0.86786 2201:0.880565 2287:0.84663 2751:0.884509 2823:0.860312
16:0.85673 63:1.04512 133:1.02433 378:0.934552 444:0.918657 564:1.52089 567:1.26068 582:0.923563 590:1.48336 655:1.44409 671:0.832161 710:1.31391 821:0.826198 883:0.841355 1000:0.939631 1033:1.38153 1065:1.13987 1079:1.00446 1089:0.833896 2102:0.864128
129:0.889403 131:1.01938 140:1.07839 183:0.842556 203:0.826957 227:0.829964 245:0.871558 283:1.32968 396:0.937466 584:1.03297 604:1.10554 678:1.47813 766:0.899797 867:0.816341 935:0.914379 1362:0.844503 1387:1.14744 1813:0.847935 2631:0.878436 3483:0.871493
21:0.812481 88:0.810172 232:0.81588 565:0.860265 591:0.913291 692:0.961825 831:0.922751 1519:0.839462 1636:1.17114 2583:0.904384 2868:1.37461 2869:1.13703 2942:1.10246 2985:0.81425 3192:0.815678 3199:0.939063 3487:0.919779 3502:0.803258 3571:0.923905 3610:0.854841
4:0.890547 11:0.914393 71:1.13333 81:0.876737 83:0.89459 88:0.842059 105:0.884164 115:0.858194 116:0.855056 132:0.858481 156:1.15338 270:0.885058 357:0.996244 363:1.12741 378:1.05899 400:1.07398 615:0.830536 743:0.876515 1187:0.860734 2270:0.85549
322:0.847183 329:0.939024 673:0.86406 889:0.802062 943:0.840282 998:0.797078 1003:0.859351 1179:0.836587 1449:0.795225 1473:0.833644 1486:0.821464 1493:0.860181 1842:0.825434 1921:0.879627 1955:0.826853 1961:0.854707 2371:0.853765 2782:1.1672 2783:1.22232 3400:0.995004
27:0.822423 105:0.832819 114:0.821558 115:0.811143 217:0.925675 354:0.826674 357:0.889215 363:1.25045 475:0.93486 608:0.894098 779:0.959762 933:1.02098 934:0.906227 956:1.23125 1139:0.901676 1204:0.822619 1271:1.16085 1482:0.892435 1503:0.89926 3134:0.860621
475:0.938552 540:1.28083 541:1.24656 1045:0.86328 1046:0.872183 1095:0.860749 1223:1.01296 1225:0.880892 1241:0.989398 1242:1.00998 1394:1.01344 1949:0.893552 1957:0.858265 2200:0.885747 2201:0.880704 2242:0.980854 2481:0.907711 2482:0.919216 2765:0.87575 3938:0.899819
41:0.913396 45:0.917082 109:1.02227 110:0.97722 242:1.06527 427:0.943095 459:1.03033 558:1.0081 619:0.902037 745:1.30657 750:0.946669 792:1.11166 793:0.904858 812:0.984426 813:0.918571 839:0.999297 915:0.928943 922:0.951134 1359:0.945049 1412:0.955279
73:1.17344 86:0.891579 283:0.87609 710:0.915155 732:1.00913 935:0.950311 1006:0.959181 1730:1.06738 1884:0.923162 1901:1.08996 1909:0.991563 1953:0.915696 2264:0.961713 2265:0.988743 2339:0.892368 2342:0.962388 2492:0.878377 2929:0.914133 2931:0.899603 3424:0.948764
5:0.828398 349:0.865144 519:0.830572 520:0.844159 670:0.857786 713:0.861619 735:0.931616 817:0.853152 895:0.902452 1047:0.865031 1236:0.854139 1260:0.964561 1261:0.900492 1262:0.871094 1490:0.833773 1491:0.877428 1947:0.858276 2455:0.90956 2763:0.859001 3151:0.827376
513:1.30765 539:1.31242 542:0.839721 590:0.998975 629:0.923922 657:0.939337 718:0.854595 813:0.85667 834:1.00375 910:0.924181 930:0.84409 991:0.898918 997:0.981907 1372:1.1163 1423:0.903633 1450:0.913856 2007:0.921775 2022:0.853449 2677:0.882023 2736:0.963854
6:0.926702 16:0.903459 132:0.828471 133:1.07486 212:0.804372 240:0.815013 358:0.939684 396:0.875956 444:1.06563 590:1.24308 666:0.808624 706:0.87911 738:0.796768 1308:0.98325 1467:0.792951 1582:0.831541 1705:1.16973 1733:0.896358 1867:0.802489 2256:0.871346
0:0.933108 5:0.818187 7:0.792561 21:0.779594 37:0.788993 55:0.870907 179:0.803445 218:0.781532 233:0.815414 324:0.88302 327:0.787084 363:0.788287 444:0.785992 497:0.79568 650:0.796123 802:0.963611 1323:0.791232 1582:0.808564 2279:0.789687 2337:0.80492
40:0.912719 166:0.811874 185:0.836852 268:0.954238 292:1.12751 310:1.04656 388:1.03579 471:0.816551 504:1.17884 568:0.849942 658:0.841618 659:0.898424 711:1.39735 843:0.802951 973:0.816169 1690:1.11821 1754:0.869027 1916:1.04508 2862:0.823221 2898:0.861269
121:0.860738 563:1.00871 640:0.855022 786:0.874841 912:1.03148 1329:0.873553 1410:0.951725 1500:0.851281 1600:0.874412 1857:1.33168 2153:1.12015 2286:0.8416 2367:0.918529 2480:0.90303 2534:0.959558 2594:0.85727 3292:1.21813 3313:1.35391 3349:0.997688 3637:0.842199
124:0.874183 169:1.01793 481:0.957071 543:0.874314 1047:0.922022 1788:0.936562 1790:0.863114 1791:0.852647 1882:1.28784 1900:0.861643 1935:0.835962 2108:0.847894 2370:0.847006 2934:1.36701 2996:0.817387 3135:1.29984 3635:1.00851 3668:0.802035 3724:1.02289 3798:1.03386
220:1.1987 280:0.837934 307:0.852843 407:0.842619 480:0.838201 563:1.25398 756:0.853167 812:0.799932 923:0.837009 1064:0.893429 1117:0.852063 1177:0.839563 1202:0.824539 1332:0.801835 1587:0.844639 1588:0.8146 1687:0.82109 1732:1.00017 2727:0.852388 3489:0.827579
7:0.973227 66:0.889536 105:0.880239 115:0.933157 363:1.39683 508:1.12203 519:0.861865 549:0.87188 577:0.858302 615:0.927016 743:0.899018 756:0.87465 845:0.890725 858:1.00719 880:0.872201 894:0.947597 1042:0.877783 1047:0.870294 1166:0.906927 1556:0.868845
4:0.937476 169:0.926743 463:0.846823 464:0.944992 734:0.877173 799:0.879389 1116:0.816049 1124:0.819298 1125:0.927257 1455:0.834693 1491:0.805571 1516:0.827457 1547:0.828595 1566:0.908642 2042:0.859269 2124:0.833253 2153:0.971321 2173:0.838868 3088:0.808655 3392:0.808249
11:0.930512 26:0.832339 27:0.870492 184:0.838814 217:0.888972 264:1.02382 355:0.81083 563:0.860107 622:0.824182 668:0.8941 670:0.824812 913:0.824717 1054:0.814755 1554:0.809952 1614:0.83695 2490:0.828819 2801:0.970076 2914:0.963306 2915:1.009 3912:0.835096
61:0.802039 132:0.758218 197:0.849226 260:0.898728 372:0.797957 388:1.12334 389:0.808535 390:1.2149 595:1.08481 730:0.77078 829:0.765332 1425:1.27134 1435:0.779446 1496:0.804109 1688:0.765484 3130:0.771216 3132:0.770068 3233:0.76319 3552:0.913889 3711:0.81882
92:0.979357 161:1.16092 212:0.904693 275:1.45563 286:0.947072 536:0.894598 636:0.80534 677:0.818636 741:1.06234 1196:0.812138 1237:0.80462 1632:0.809523 1688:0.866584 1806:0.882276 2141:0.857357 2251:0.862267 2441:0.821508 2448:0.817985 2748:0.819853 3207:0.813731
4:1.20649 35:0.847833 55:1.16291 59:0.851414 84:0.967863 96:1.32185 238:0.856613 292:1.02075 293:0.936203 305:0.869327 310:0.834688 311:1.11485 312:1.29724 673:0.869204 674:0.88752 1695:0.887341 1725:0.830586 1754:0.830103 2854:0.82306 2855:0.825892
